product,layer,actual_contract,start_date,end_date,reason
al,actual_1w_roll_segment,AL1308,2013-05-07,2013-06-05,"trading parameter gate failed for AL1308 on 2013-06-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
al,actual_1w_roll_segment,AL1309,2013-06-06,2013-06-18,"trading parameter gate failed for AL1309 on 2013-06-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
al,actual_1w_roll_segment,AL1310,2013-06-19,2013-08-19,"trading parameter gate failed for AL1310 on 2013-08-19: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product'"
al,actual_1w_roll_segment,AL1311,2013-08-20,2013-08-27,"trading parameter gate failed for AL1311 on 2013-08-27: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product'"
au,actual_1w_roll_segment,AU0806,2008-01-09,2008-04-23,"trading parameter gate failed for AU0806 on 2008-04-23: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU0812,2008-04-24,2008-10-27,"trading parameter gate failed for AU0812 on 2008-10-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU0906,2008-10-28,2009-04-17,"trading parameter gate failed for AU0906 on 2009-04-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU0912,2009-04-20,2009-10-12,"trading parameter gate failed for AU0912 on 2009-10-12: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU1006,2009-10-13,2010-04-14,"trading parameter gate failed for AU1006 on 2010-04-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU1012,2010-04-15,2010-10-22,"trading parameter gate failed for AU1012 on 2010-10-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU1106,2010-10-25,2011-04-15,"trading parameter gate failed for AU1106 on 2011-04-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU1112,2011-04-18,2011-10-25,"trading parameter gate failed for AU1112 on 2011-10-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU1206,2011-10-26,2012-04-11,"trading parameter gate failed for AU1206 on 2012-04-11: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU1212,2012-04-12,2012-10-31,"trading parameter gate failed for AU1212 on 2012-10-31: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
au,actual_1w_roll_segment,AU1306,2012-11-01,2013-04-22,"trading parameter gate failed for AU1306 on 2013-04-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
b,actual_1w_roll_segment,B0505,2005-01-04,2005-03-25,"trading parameter gate failed for B0505 on 2005-03-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0507,2005-03-28,2005-04-08,"trading parameter gate failed for B0507 on 2005-04-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0509,2005-04-11,2005-09-02,"trading parameter gate failed for B0509 on 2005-09-02: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0601,2005-09-05,2005-09-08,"trading parameter gate failed for B0601 on 2005-09-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0605,2005-09-09,2005-09-12,"trading parameter gate failed for B0605 on 2005-09-12: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0511,2005-09-13,2005-09-15,"trading parameter gate failed for B0511 on 2005-09-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0603,2005-09-16,2005-10-18,"trading parameter gate failed for B0603 on 2005-10-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0609,2005-10-19,2006-09-14,"trading parameter gate failed for B0609 on 2006-09-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0611,2006-09-15,2006-10-27,"trading parameter gate failed for B0611 on 2006-10-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0705,2006-10-30,2007-02-06,"trading parameter gate failed for B0705 on 2007-02-06: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0709,2007-02-07,2007-06-06,"trading parameter gate failed for B0709 on 2007-06-06: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0801,2007-06-07,2007-07-03,"trading parameter gate failed for B0801 on 2007-07-03: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0805,2007-07-04,2007-08-15,"trading parameter gate failed for B0805 on 2007-08-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0803,2007-08-16,2007-10-23,"trading parameter gate failed for B0803 on 2007-10-23: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0809,2007-10-24,2007-10-29,"trading parameter gate failed for B0809 on 2007-10-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0807,2007-10-30,2008-02-29,"trading parameter gate failed for B0807 on 2008-02-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
b,actual_1w_roll_segment,B0901,2008-03-03,2008-10-13,"trading parameter gate failed for B0901 on 2008-10-13: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product':"
b,actual_1w_roll_segment,B0905,2008-10-14,2008-12-02,"trading parameter gate failed for B0905 on 2008-12-02: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product':"
b,actual_1w_roll_segment,B0903,2008-12-03,2008-12-03,"trading parameter gate failed for B0903 on 2008-12-03: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product':"
bb,actual_1w_roll_segment,BB1404,2013-12-06,2013-12-06,RQData returned no rows for BB1404 1w 2013-12-06..2013-12-06
c,actual_1w_roll_segment,C0505,2005-01-04,2005-03-21,"trading parameter gate failed for C0505 on 2005-03-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0507,2005-03-22,2005-05-12,"trading parameter gate failed for C0507 on 2005-05-12: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0509,2005-05-13,2005-07-21,"trading parameter gate failed for C0509 on 2005-07-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0511,2005-07-22,2005-08-11,"trading parameter gate failed for C0511 on 2005-08-11: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0601,2005-08-12,2005-10-10,"trading parameter gate failed for C0601 on 2005-10-10: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0605,2005-10-11,2005-11-16,"trading parameter gate failed for C0605 on 2005-11-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0609,2005-11-17,2006-04-18,"trading parameter gate failed for C0609 on 2006-04-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0701,2006-04-19,2006-05-18,"trading parameter gate failed for C0701 on 2006-05-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0703,2006-05-19,2006-07-27,"trading parameter gate failed for C0703 on 2006-07-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0705,2006-07-28,2007-01-16,"trading parameter gate failed for C0705 on 2007-01-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0709,2007-01-17,2007-06-25,"trading parameter gate failed for C0709 on 2007-06-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0801,2007-06-26,2007-08-13,"trading parameter gate failed for C0801 on 2007-08-13: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0805,2007-08-14,2008-01-15,"trading parameter gate failed for C0805 on 2008-01-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0809,2008-01-16,2008-04-17,"trading parameter gate failed for C0809 on 2008-04-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
c,actual_1w_roll_segment,C0901,2008-04-18,2008-08-25,"trading parameter gate failed for C0901 on 2008-08-25: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product':"
cf,actual_1w_roll_segment,CF0504,2005-01-04,2005-01-27,"trading parameter gate failed for CF0504 on 2005-01-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0505,2005-01-28,2005-03-07,"trading parameter gate failed for CF0505 on 2005-03-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0506,2005-03-08,2005-04-07,"trading parameter gate failed for CF0506 on 2005-04-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0507,2005-04-08,2005-05-20,"trading parameter gate failed for CF0507 on 2005-05-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0509,2005-05-23,2005-07-07,"trading parameter gate failed for CF0509 on 2005-07-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0510,2005-07-08,2005-08-30,"trading parameter gate failed for CF0510 on 2005-08-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0511,2005-08-31,2005-09-13,"trading parameter gate failed for CF0511 on 2005-09-13: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0601,2005-09-14,2005-10-20,"trading parameter gate failed for CF0601 on 2005-10-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0603,2005-10-21,2005-12-20,"trading parameter gate failed for CF0603 on 2005-12-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0604,2005-12-21,2006-01-16,"trading parameter gate failed for CF0604 on 2006-01-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0605,2006-01-17,2006-03-24,"trading parameter gate failed for CF0605 on 2006-03-24: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cf,actual_1w_roll_segment,CF0606,2006-03-27,2006-04-26,"trading parameter gate failed for CF0606 on 2006-04-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
